minimax,http://dbpedia.org/resource/Minimax
pruning,http://dbpedia.org/resource/Pruning
algorithm,http://dbpedia.org/resource/Algorithm
game-tree,http://dbpedia.org/resource/Game_tree
game tree,http://dbpedia.org/resource/Game_tree
prune,http://dbpedia.org/resource/Decision_tree_pruning
prune,http://dbpedia.org/resource/Prune
H,http://dbpedia.org/resource/Hydrogen
tree,http://dbpedia.org/resource/Tree
evaluation function,http://dbpedia.org/resource/Evaluation_function
